"id","location_srs","location_x","location_y","operator","elevation","slope","aspect","region","country","geometry","area","map_class","map_class_label","actively_saved","actively_saved_on_year","actively_saved_on_month","actively_saved_on_day","plot_file","ref_class","ref_class_label","confidence","confidence_label","comments"
"342","EPSG:4326","104.537602221426","11.1328686797572","sereyoudom","34","0.00249847564261993","2.74664771397489","Kâmpóng Spœ","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_6.csv","Non Forest stable","Non Forest stable","hi","High",""
"506","EPSG:4326","105.010214800773","14.2198078152705","sereyoudom","92","0.0200162756394469","3.95859285499086","Preah Vihéar","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_6.csv","Non Forest stable","Non Forest stable","hi","High",""
"293","EPSG:4326","105.397067489327","12.2941104865491","sereyoudom","53","0.00104765025588943","4.31343347810698","Kâmpóng Cham","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_6.csv","Non Forest stable","Non Forest stable","hi","High",""
"133","EPSG:4326","104.424666299713","12.8520960872192","khidorang","11","4.29795043605836E-4","0.327391342346458","Kâmpóng Thum","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","check_gp1_FNF_20170913.csv","Deforestation other","Deforestation other","hi","High",""
"246","EPSG:4326","103.224434042251","13.9284580653828","chealy","44","0.00507704911515995","2.86462168221869","Bântéay Méanchey","Cambodia","points","1.0","Deforestation other","Deforestation other","true","2017","9","14","check_gp3_Dfo_20170913.csv","Deforestation other","Deforestation other","hi","High",""
"254","EPSG:4326","106.660239949401","13.4676280735915","chealy","88","0.00153017554660234","4.62361900690217","Rôtânôkiri","Cambodia","points","1.0","Deforestation other","Deforestation other","true","2017","9","13","check_gp3_Dfo_20170913.csv","Forest stable","Forest stable","hi","High",""
"346","EPSG:4326","104.988549389494","12.0538661853993","sereyoudom","40","0.0128958207391411","3.69255968379215","Kâmpóng Cham","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_6.csv","Non Forest stable","Non Forest stable","hi","High",""
"116","EPSG:4326","107.430446962661","13.2951043029444","sereyoudom","131","0.00318333472542137","5.92779379556723","Môndól Kiri","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_6.csv","Forest stable","Forest stable","hi","High",""
"925","EPSG:4326","102.753501560266","13.12429845662","sereyoudom","43","4.36683196338041E-4","1.25492007250731","Batdâmbâng","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_6.csv","Non Forest stable","Non Forest stable","hi","High",""
"736","EPSG:4326","104.197009053908","11.4857963779009","remi_linux","80","0.00193858823825927","0.692363493930446","Kâmpóng Spœ","Cambodia","points","1.0","Degradation","Degradation","true","2017","9","14","pts_grp_6.csv","Deforestation crops","Deforestation crops","hi","High",""
"803","EPSG:4326","102.711761314575","12.5372953854115","sereyoudom","320","0.0524877961068291","0.460112645495871","Batdâmbâng","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_6.csv","Forest stable","Forest stable","hi","High",""
