"id","YCoordinate","XCoordinate","elevation","slope","aspect","region","country","geometry","area","map_class","group"
"480","11.6173092853459","104.360392858595","87","0.00657234176037421","2.70966920333226","Kâmpóng Spœ","Cambodia","points","1","Deforestation crops",2
"120","14.0098437362857","104.684155680887","95","0.0172042097254947","0.170326890558783","Preah Vihéar","Cambodia","points","1","Forest stable",2
"489","12.2870838419296","104.710732365851","9","0.00304773375881795","4.39554325214751","Kâmpóng Chhnang","Cambodia","points","1","Non Forest stable",2
"562","14.2285576418491","106.065104236897","111","0.00191941594060969","6.13782576102867","Stœng Trêng","Cambodia","points","1","Forest stable",2
"398","13.0155669519615","103.953702478341","6","0.000542621632935616","3.14159265358979","Siemréab","Cambodia","points","1","Non Forest stable",2
"350","12.7894024416606","103.427811990164","15","0.000542621632935616","6.28318530717958","Batdâmbâng","Cambodia","points","1","Non Forest stable",2
"144","13.4210350197075","105.813730955199","84","0.00604163660703823","1.84360551663374","Stœng Trêng","Cambodia","points","1","Forest stable",2
"385","12.84554272855","102.891037137007","68","0.00179246497689621","2.12912092762376","Batdâmbâng","Cambodia","points","1","Non Forest stable",2
"645","12.1879951324059","106.465845553532","72","0.00140498631532082","1.76512262422061","Krâchéh","Cambodia","points","1","Deforestation crops",2
"770","12.1562445150173","105.589551540859","14","0.000773577722440555","5.48981071912362","Tbong Khmum","Cambodia","points","1","Deforestation other",2
"126","12.9016506743668","104.462483272867","11","0","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",2
"206","11.2986525200258","104.879506190141","8","0.00124409884999628","1.68005260714146","Takêv","Cambodia","points","1","Non Forest stable",2
"44","11.4926499492574","104.123954643037","146","0.0189351625453883","1.41254288577425","Kâmpóng Spœ","Cambodia","points","1","Degradation",2
"481","11.118007635375","103.885840343089","132","0.0443707220290587","2.52485250972591","Kaôh Kong","Cambodia","points","1","Forest stable",2
"307","14.0267788155244","102.94264349454","54","0.00231031667570421","3.08143917206345","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",2
"881","13.7015029194368","104.98244217408","252","0.0321746047057287","0.484083147734993","Preah Vihéar","Cambodia","points","1","Non Forest stable",2
"531","13.4572809062849","104.929958352447","98","0.00929667221476395","5.91741898046078","Preah Vihéar","Cambodia","points","1","Deforestation rubber",2
"432","13.8202309988169","105.486499016472","115","0.00252579924483848","0.719842961484314","Preah Vihéar","Cambodia","points","1","Deforestation rubber",2
"934","14.0752843451731","107.115191046223","111","0.00606956909643225","1.98482044972402","Rôtânôkiri","Cambodia","points","1","Management",2
"382","13.3784691189512","106.738651429505","106","0.0047514239658067","2.01335599919545","Rôtânôkiri","Cambodia","points","1","Forest stable",2
"534","11.1248876500775","105.054914675306","8","0.0013998027565944","4.90744413075391","Kândal","Cambodia","points","1","Non Forest stable",2
"70","14.0501638876602","106.944412369432","110","0.0202081338239644","2.81267255996353","Rôtânôkiri","Cambodia","points","1","Deforestation other",2
"746","11.4934405623369","103.155754133103","80","0.025125125732937","4.48368194411051","Kaôh Kong","Cambodia","points","1","Forest stable",2
"498","10.5585209586376","103.58179697531","80",NA,NA,"Krong Preah Sihanouk","Cambodia","points","1","Deforestation other",2
"33","12.6721134320889","105.319197871162","53","0.0032616727856486","4.23721108435195","Kâmpóng Thum","Cambodia","points","1","Management",2
"308","10.7886020765017","104.637739918476","26","0.0147069621242168","1.63540384872592","Kâmpôt","Cambodia","points","1","Non Forest stable",2
"583","12.2510814083055","105.720244333575","17","0.00261043165913825","6.12404793687087","Tbong Khmum","Cambodia","points","1","Forest stable",2
"887","12.9381665735978","102.550468044711","146","0.0228026221396661","5.91741680118254","Krong Pailin","Cambodia","points","1","Non Forest stable",2
"836","12.7371923165886","105.349925752059","64","0.00579996963989753","2.11128138623226","Kâmpóng Thum","Cambodia","points","1","Deforestation rubber",2
"490","12.2382882422544","106.692928119796","134","0.0031072950255719","2.73077774713575","Krâchéh","Cambodia","points","1","Deforestation rubber",2
"175","12.4056582887231","106.815885199879","162","0.0191905638492706","4.98431141429391","Môndól Kiri","Cambodia","points","1","Forest stable",2
"556","13.0067878730462","106.805726321269","166","0.00702937704431495","3.31959170679321","Môndól Kiri","Cambodia","points","1","Forest stable",2
"665","11.5123885453423","104.16797010747","117","0.0131490367077648","2.54151722756667","Kâmpóng Spœ","Cambodia","points","1","Degradation",2
"209","11.968320577405","102.929540957517","763","0.058070167279488","3.25079915741122","Kaôh Kong","Cambodia","points","1","Forest stable",2
"476","12.6050045828888","103.330920759883","47","0.00299715918443435","0.0922676813344507","Batdâmbâng","Cambodia","points","1","Non Forest stable",2
"876","11.0546084989898","104.991865049797","3","0.000271310836438879","0","Takêv","Cambodia","points","1","Non Forest stable",2
"478","13.2414869175203","104.963114321702","91","0.012289101495315","1.70364419946732","Preah Vihéar","Cambodia","points","1","Forest stable",2
"753","11.4977489833741","104.207828921275","77","0.00421569033658446","6.01919013775374","Kâmpóng Spœ","Cambodia","points","1","Degradation",2
"321","12.0018223160321","103.972785043237","153","0.0429050530590768","1.10902526050709","Pouthisat","Cambodia","points","1","Forest stable",2
"796","12.0382634616068","103.414072371477","1001","0.0519370713846948","5.58687444799634","Kaôh Kong","Cambodia","points","1","Forest stable",2
"285","13.9468548887813","103.909347434058","92","0.00545701213230488","4.58777334323269","Siemréab","Cambodia","points","1","Non Forest stable",2
"639","13.8203840980721","105.741046988282","103","0.00148996790275041","5.08514460933779","Stœng Trêng","Cambodia","points","1","Forest stable",2
"395","12.7409362569382","103.14744063992","44","0.00529696677111156","0.459346797640037","Batdâmbâng","Cambodia","points","1","Forest stable",2
"403","12.3006040449827","106.692544128414","144","0.0101267964619186","5.27785489632483","Môndól Kiri","Cambodia","points","1","Deforestation rubber",2
"334","13.3912638041379","106.806274399876","115","0.00482515975384804","2.75916335557909","Rôtânôkiri","Cambodia","points","1","Deforestation other",2
"878","12.6355148543622","104.935492116946","12","0.000615404937164722","2.02735904525174","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",2
"475","11.8420174856819","105.695127668844","17","0.000434744616903418","1.25346239862441","Tbong Khmum","Cambodia","points","1","Non Forest stable",2
"191","13.7130677930406","104.37636026478","114","0.00504366698059066","5.52515410414628","Siemréab","Cambodia","points","1","Non Forest stable",2
"332","12.4847117056144","103.715106333913","23","0.000387038821911517","0.794009849416961","Pouthisat","Cambodia","points","1","Non Forest stable",2
"287","12.807385967452","107.012084711138","206","0.00197797210119236","0.283215367503628","Môndól Kiri","Cambodia","points","1","Forest stable",2
"393","13.5760884789017","102.569628350377","48",NA,NA,"Bântéay Méanchey","Cambodia","points","1","Deforestation crops",2
"429","13.0060541992522","105.970182446192","27","0.0087218018529217","1.52411976129295","Krâchéh","Cambodia","points","1","Non Forest stable",2
"517","13.805768315946","107.08594434365","279","0.0143573509898962","5.52703746418832","Rôtânôkiri","Cambodia","points","1","Non Forest stable",2
"782","11.6102825933239","104.924227227052","9","0.000429587130355359","5.9572220733558","Phnom Penh","Cambodia","points","1","Non Forest stable",2
"244","13.8871617654337","106.223788153302","85","0.00612803135157337","3.37008057127798","Stœng Trêng","Cambodia","points","1","Forest stable",2
"916","12.3940866431445","107.345518349527","860","0.0238705106947481","0.150813756060972","Môndól Kiri","Cambodia","points","1","Degradation",2
"150","13.5246819548592","102.637648716337","39","0.00291126771665123","0.729444345882776","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",2
"724","13.1340765625199","105.338245745728","95","0.0107137220960493","0.558009539595755","Kâmpóng Thum","Cambodia","points","1","Deforestation crops",2
"105","14.1953441004403","103.76750379226","56","0.00214991047137834","4.02957223409769","Otdar Mean Chey","Cambodia","points","1","Forest stable",2
"299","11.9110246809495","104.134860763686","177","0.0147411800501579","4.21344978861888","Kâmpóng Spœ","Cambodia","points","1","Non Forest stable",2
"762","12.8900569485173","104.375885308063","11","0.0010497049303399","5.11051946610737","Kâmpóng Thum","Cambodia","points","1","Enhancement",2
"510","12.8683063119914","103.820736010274","7","0.00058100314970464","3.93635498289821","Pouthisat","Cambodia","points","1","Deforestation other",2
"919","11.7224606439073","106.267598857088","57",NA,NA,"Tbong Khmum","Cambodia","points","1","Non Forest stable",2
"79","11.2162811163651","103.844370353268","217","0.0589025792789048","4.04809591954267","Kaôh Kong","Cambodia","points","1","Forest stable",2
"325","13.4143694707407","105.832446296859","70","0.00333565251275648","4.63096266985613","Stœng Trêng","Cambodia","points","1","Management",2
"586","10.5711992311562","104.703982236907","4","0.000192851136364796","2.3509946292195","Kâmpôt","Cambodia","points","1","Non Forest stable",2
"149","12.6874823150584","106.754917690512","143","0.00774959499175368","2.32221362882434","Môndól Kiri","Cambodia","points","1","Forest stable",2
"59","12.4258251317296","106.080678091466","22","0.00443138572926225","5.22424409063136","Krâchéh","Cambodia","points","1","Non Forest stable",2
"213","13.201037519383","106.517239219346","155","0.0149723662675041","4.00177526879561","Môndól Kiri","Cambodia","points","1","Deforestation rubber",2
"109","13.0028940775637","105.490013120834","92","0.0139619354432211","3.86720936338334","Kâmpóng Thum","Cambodia","points","1","Forest stable",2
"671","13.2897354687917","102.908577224729","24","0.000692263783666015","0.201359477751349","Batdâmbâng","Cambodia","points","1","Non Forest stable",2
"932","13.6764568295887","107.33817869286","228","0.00832066521031357","1.5707963267949","Rôtânôkiri","Cambodia","points","1","Non Forest stable",2
"811","13.6551123034243","106.269349278448","108","0.00203747219629462","1.085962717906","Stœng Trêng","Cambodia","points","1","Forest stable",2
"300","13.2557770254769","105.084692756777","105","0.0126070236052137","3.73596595924292","Preah Vihéar","Cambodia","points","1","Deforestation rubber",2
"148","13.1572183926316","104.770937041626","32","0.00117491654797729","3.77127096392004","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",2
"580","14.1294546194599","106.128228563341","91",NA,NA,"Stœng Trêng","Cambodia","points","1","Forest stable",2
"625","13.5588826467601","103.453544830773","12","0.000193948009505402","5.4870056806474","Siemréab","Cambodia","points","1","Non Forest stable",2
"825","11.1224324566897","104.27424975364","336","0.0866176714104697","5.20548248860365","Kâmpóng Spœ","Cambodia","points","1","Deforestation crops",2
"938","13.1726748431177","104.021918947245","7","0.00027677514308153","4.71238898038469","Siemréab","Cambodia","points","1","Enhancement",2
"525","13.4834982685872","103.846658713158","27","0.00148814289158675","4.33915375069499","Siemréab","Cambodia","points","1","Non Forest stable",2
"247","12.5771842093137","105.811658251359","48","0.00207655350426963","2.9407887929815","Krâchéh","Cambodia","points","1","Forest stable",2
"51","13.2905569095553","104.201615654843","25","0.00164496848889626","2.70722153228138","Siemréab","Cambodia","points","1","Non Forest stable",2
"387","11.232336365145","103.470957113875","6","0.00545391598632807","3.04066748143286","Kaôh Kong","Cambodia","points","1","Non Forest stable",2
"48","13.593899065818","104.078235188981","257","0.0369053162875295","5.16081068148095","Siemréab","Cambodia","points","1","Forest stable",2
"536","10.5739488593048","103.335511734062",NA,NA,NA,"Kaôh Kong","Cambodia","points","1","Forest stable",2
"204","12.3412449441531","104.997736526379","10","0.000193462729177286","0.793721789519173","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",2
"602","13.1060864979072","107.439781527997","159","0.00313183634644543","4.06085394964938","Môndól Kiri","Cambodia","points","1","Forest stable",2
"561","12.2059204630125","105.846717721837","15","0.00602701369979556","0.254346305649991","Krâchéh","Cambodia","points","1","Non Forest stable",2
"730","13.8003015757793","104.440635179721","84","0.00256097096743066","2.19280907738987","Preah Vihéar","Cambodia","points","1","Forest stable",2
"399","13.9835602699735","103.493133779644","35","0.00228713403502975","4.47285575080077","Otdar Mean Chey","Cambodia","points","1","Deforestation other",2
"863","11.4849299990038","104.569651446558","33","0.00306640957270023","1.11253406052282","Kâmpóng Spœ","Cambodia","points","1","Non Forest stable",2
"98","14.1934006315337","103.257863684083","57","0.00234340061393994","2.26109806875333","Otdar Mean Chey","Cambodia","points","1","Deforestation other",2
"292","12.2614079183497","102.91638646032","337","0.016404396103127","1.31157277675439","Pouthisat","Cambodia","points","1","Non Forest stable",2
"128","11.375107153519","104.239472621222","74","0.00371312982633566","0.419370671573748","Kâmpóng Spœ","Cambodia","points","1","Degradation",2
"58","13.3624414981813","104.333216309876","46","0.00696961519818292","1.10664855947047","Siemréab","Cambodia","points","1","Deforestation other",2
"257","13.5214447919071","102.581181480272","57","0.00369390508838971","0.848604131158594","Bântéay Méanchey","Cambodia","points","1","Enhancement",2
"689","11.2336545163233","103.498496459174","29","0.0242170204072106","3.34143349360702","Kaôh Kong","Cambodia","points","1","Enhancement",2
"66","12.0575740205752","105.444772314424","39","0.00755406941855595","0.716333116387005","Kâmpóng Cham","Cambodia","points","1","Non Forest stable",2
"873","14.3153582240317","104.144657021214","63","0.00272732014652278","3.039437140748","Otdar Mean Chey","Cambodia","points","1","Non Forest stable",2
"717","13.2165038041433","103.241325264908","9","0.000271310836438879","3.14159265358979","Batdâmbâng","Cambodia","points","1","Non Forest stable",2
"745","10.9195180545097","104.612433084581","20","0.00303127375909161","1.66041989278325","Takêv","Cambodia","points","1","Non Forest stable",2
"422","13.2214956238789","106.287267045276","107","0.00825534036177698","3.74817067442237","Krâchéh","Cambodia","points","1","Forest stable",2
"47","11.562364824463","105.648771123889","10","0.000799087988449893","2.10515395103928","Prey Vêng","Cambodia","points","1","Non Forest stable",2
"568","13.6739767050892","106.70937023246","134","0.00627294823306997","2.22119668212096","Rôtânôkiri","Cambodia","points","1","Deforestation other",2
"541","10.6807749510423","103.61407572344","66","0.0149436474890436","3.0865131848379","Krong Preah Sihanouk","Cambodia","points","1","Degradation",2
"644","14.1686930364869","107.293428264099","152","0.0319491708786622","3.63046596220416","Rôtânôkiri","Cambodia","points","1","Forest stable",2
