"id","YCoordinate","XCoordinate","elevation","slope","aspect","region","country","geometry","area","map_class","group"
"520","13.3869775450472","106.865886348868","101","0.00276399680174381","5.69933862811242","Rôtânôkiri","Cambodia","points","1","Deforestation other",3
"386","11.8702740356315","103.420573602839","984","0.036485798036209","2.18922532390919","Kaôh Kong","Cambodia","points","1","Forest stable",3
"496","13.8017701013151","104.910967183248","59","0.00426329815036452","1.07323097096482","Preah Vihéar","Cambodia","points","1","Non Forest stable",3
"856","11.24254973311","103.499334684934","67","0.0298317533639868","3.65141304716189","Kaôh Kong","Cambodia","points","1","Enhancement",3
"195","11.5009663004839","104.113569072499","169","0.0245771501777482","1.36516712092085","Kâmpóng Spœ","Cambodia","points","1","Degradation",3
"198","11.1113400065304","105.138715401014","3","0.000193027775276675","2.35008940631784","Kândal","Cambodia","points","1","Non Forest stable",3
"495","11.4164550145717","105.07274281318","6","0.00147787166337493","1.94675456995466","Kândal","Cambodia","points","1","Non Forest stable",3
"904","14.1681689621339","104.00596031994","56","0.00185573562808015","5.16643279109054","Otdar Mean Chey","Cambodia","points","1","Forest stable",3
"84","11.5346287391017","103.340451127824","233","0.0206994466183946","4.44038914156175","Kaôh Kong","Cambodia","points","1","Forest stable",3
"722","12.3572005251927","103.732133471807","33","0.00262439087505838","1.62250950448624","Pouthisat","Cambodia","points","1","Non Forest stable",3
"218","11.9916597409753","103.057107392598","500","0.0189112362541854","2.79221656568034","Pouthisat","Cambodia","points","1","Forest stable",3
"353","13.9200160337971","104.118447551771","86","0.00165137181894848","3.31052747428321","Siemréab","Cambodia","points","1","Non Forest stable",3
"801","14.0042235748584","106.493567775395","89","0.00253574850983645","5.40944720915918","Stœng Trêng","Cambodia","points","1","Forest stable",3
"87","12.7180528880142","106.85772514084","191","0.00707618504068113","5.68140018933982","Môndól Kiri","Cambodia","points","1","Forest stable",3
"329","12.5616092994332","107.429670701627","494","0.0236786123021505","0.0816991779276683","Môndól Kiri","Cambodia","points","1","Non Forest stable",3
"832","12.3666916134137","106.352476072374","57","0.00598187763616438","3.67369263042516","Krâchéh","Cambodia","points","1","Non Forest stable",3
"606","13.2406663365103","105.118183077605","112","0.00751563523158606","0.976975223854083","Preah Vihéar","Cambodia","points","1","Deforestation rubber",3
"900","13.1343537945722","104.507037542528","28","0.00141003486899192","4.51876730235841","Kâmpóng Thum","Cambodia","points","1","Management",3
"473","11.99876236976","105.452650736956","24","0.00368775853763893","2.45354686027511","Kâmpóng Cham","Cambodia","points","1","Non Forest stable",3
"208","12.9685782078074","106.945616111164","173","0.00191920308462497","6.13858534658142","Môndól Kiri","Cambodia","points","1","Forest stable",3
"851","13.9560224719598","105.03994696058","111","0.0209666507022113","5.47691449208426","Preah Vihéar","Cambodia","points","1","Forest stable",3
"68","13.2199227517467","105.045688197473","123","0.00814115719870496","3.88944350285535","Preah Vihéar","Cambodia","points","1","Deforestation rubber",3
"833","13.5425270625956","102.530567604768","71","0.00797255672965162","0.69871069031939","Bântéay Méanchey","Cambodia","points","1","Enhancement",3
"635","13.6388922268691","103.80836367097","52","0.00501185149057481","4.17223585933979","Siemréab","Cambodia","points","1","Deforestation crops",3
"901","12.3249226004233","103.215838915512","194","0.00775023412331078","0.71874755255586","Pouthisat","Cambodia","points","1","Non Forest stable",3
"99","11.9813572118948","104.262957092587","983","0.180896235014971","2.91908963308137","Kâmpóng Spœ","Cambodia","points","1","Forest stable",3
"527","12.2592733659403","106.499232958249","70","0.00124843165980831","4.82126456716925","Krâchéh","Cambodia","points","1","Forest stable",3
"757","11.2254188909918","105.319927628469","4","0.000429527669395926","5.95763186289715","Prey Vêng","Cambodia","points","1","Non Forest stable",3
"861","13.9702171869023","106.829802154653","99","0.000994254065504578","2.14808904799055","Rôtânôkiri","Cambodia","points","1","Deforestation other",3
"511","14.283430314048","106.331873765662","92","0.00380850018614629","3.06850808561011","Stœng Trêng","Cambodia","points","1","Forest stable",3
"373","12.9469365657864","104.877704192677","22","0.00027652316257011","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","Enhancement",3
"43","11.6055921485593","103.30573929318","366","0.0612338641426177","6.21807365923197","Kaôh Kong","Cambodia","points","1","Forest stable",3
"185","13.1849214508784","104.522487134295","52","0.010401537745247","1.50554306964103","Kâmpóng Thum","Cambodia","points","1","Deforestation crops",3
"760","13.284503641989","103.491760749451","7","0.000581503778078157","5.48757838187056","Batdâmbâng","Cambodia","points","1","Forest stable",3
"384","10.7031153656602","103.761582228778","130","0.0431207866317909","4.37595936819691","Krong Preah Sihanouk","Cambodia","points","1","Forest stable",3
"667","13.2704773292365","103.046471049849","16","0.000609184317549374","0.471837259381648","Batdâmbâng","Cambodia","points","1","Non Forest stable",3
"273","13.7724810908798","104.474467095291","86","0.0041273795874095","0.307334015707088","Preah Vihéar","Cambodia","points","1","Deforestation other",3
"630","12.3835251758523","107.145153584933","676","0.0518905237120861","0.55694786817988","Môndól Kiri","Cambodia","points","1","Forest stable",3
"281","13.4127589006059","104.689273859644","76","0.00439604000664309","2.75381198302358","Preah Vihéar","Cambodia","points","1","Forest stable",3
"456","13.2420452828291","106.472948025637","149","0.011867042064495","3.03641798947645","Môndól Kiri","Cambodia","points","1","Forest stable",3
"682","13.0147600896288","105.005210499832","44","0.00355744991701534","3.71709791999776","Kâmpóng Thum","Cambodia","points","1","Deforestation other",3
"440","13.7735866575588","106.473239159679","106","0.00250227701518323","3.54016624049419","Stœng Trêng","Cambodia","points","1","Forest stable",3
"267","13.652206774508","102.570698169564","41","0.00138461192933594","3.34325274190292","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",3
"125","13.3687856487746","105.012061317307","77","0.00189461418363749","5.90900095967386","Preah Vihéar","Cambodia","points","1","Enhancement",3
"347","12.7873250876284","104.407465110206","9","0.00043615559199742","1.88706794984746","Kâmpóng Thum","Cambodia","points","1","Forest stable",3
"323","11.5138528183832","104.14754165786","125","0.00910690110280594","3.44837312789715","Kâmpóng Spœ","Cambodia","points","1","Degradation",3
"727","10.8576502655863","104.31541674322","50","0.0185206327067528","4.70506519585973","Kâmpôt","Cambodia","points","1","Deforestation other",3
"211","12.5556834928517","104.980444365041","11","0.000387089697830819","2.34745362492689","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",3
"389","13.4207105160455","102.862778261219","16","0.00019388926752732","0.79588308027057","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",3
"239","12.8603791629548","105.159794826359","37","0.00778294553628305","5.26262022563512","Kâmpóng Thum","Cambodia","points","1","Management",3
"497","12.249430411496","105.942494571753","17","0.00154848162693997","2.87117391658393","Krâchéh","Cambodia","points","1","Non Forest stable",3
"256","13.7841589566849","102.841063600024","67","0.015133743340758","3.24260383568339","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",3
"485","12.8214533485465","104.900411350131","19","0.000580944266375151","3.93625550076196","Kâmpóng Thum","Cambodia","points","1","Degradation",3
"436","12.4779245363716","105.22289706904","20","0.00235004644619827","4.65463241066363","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",3
"763","13.7335675733752","103.747100740259","46","0.00551676718090074","4.41285715534961","Siemréab","Cambodia","points","1","Management",3
"817","13.3706229385565","106.489418044984","89","0.00261072349527508","6.1233529433214","Môndól Kiri","Cambodia","points","1","Deforestation other",3
"703","12.8321253387559","106.187186529783","64","0.0020114219374797","5.78145552567249","Krâchéh","Cambodia","points","1","Forest stable",3
"766","13.6637506453244","103.640553678917","24","0.00069230727815394","3.34325967770637","Siemréab","Cambodia","points","1","Non Forest stable",3
"458","12.9554189288376","106.274772721275","64","0.00318022256779857","5.73431828169972","Krâchéh","Cambodia","points","1","Non Forest stable",3
"365","11.6772221105661","103.959060261861","114","0.00346779785102003","2.68993388360936","Kâmpóng Spœ","Cambodia","points","1","Deforestation crops",3
"341","13.1246093118749","105.062138913584","86","0.00554298345303382","3.57982068708473","Preah Vihéar","Cambodia","points","1","Non Forest stable",3
"794","13.2737023675761","105.476467149237","121","0.00499133356715779","1.62517906122995","Kâmpóng Thum","Cambodia","points","1","Forest stable",3
"358","13.2326289521407","103.501309456669","8","0.000193810892285157","0.795487005466379","Batdâmbâng","Cambodia","points","1","Enhancement",3
"318","10.9179500779174","103.416088615462","25",NA,NA,"Kaôh Kong","Cambodia","points","1","Enhancement",3
"355","12.9337353069033","105.949274891021","49","0.00567412518872309","2.84486602039959","Krâchéh","Cambodia","points","1","Deforestation rubber",3
"276","12.9294108528123","107.27946185107","188","0.00621744384480571","3.99880549423721","Môndól Kiri","Cambodia","points","1","Forest stable",3
"372","12.2077420374477","103.223216305392","565","0.0368173124415512","2.14726626051683","Pouthisat","Cambodia","points","1","Forest stable",3
"102","11.2237728687925","103.903112596051","354","0.0644114943466036","3.89436402331212","Kaôh Kong","Cambodia","points","1","Forest stable",3
"205","12.8278230079379","104.514507377942","9","0.000608959810453202","0.47111425430992","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",3
"565","14.0784027002667","103.134361342969","66","0.00149141623725441","1.19842041129774","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",3
"721","14.3508564260017","107.283560247192","508","0.0352168462296977","5.15399905778182","Rôtânôkiri","Cambodia","points","1","Forest stable",3
"88","12.6862711007095","103.581035412925","14","0.000967980618032885","0.794399516908188","Batdâmbâng","Cambodia","points","1","Non Forest stable",3
"379","13.8287573456821","104.769865162646","69","0.00371973670690616","0.639630558921346","Preah Vihéar","Cambodia","points","1","Forest stable",3
"279","11.4925254072777","104.129386812113","134","0.0133930195912907","1.47951573204627","Kâmpóng Spœ","Cambodia","points","1","Degradation",3
"500","11.3763662696555","104.245361180309","73","0.00340986133360393","0.504888389679871","Kâmpóng Spœ","Cambodia","points","1","Degradation",3
"655","14.1958943329239","103.437852000666","52","0.00165142799145454","2.97245852113645","Otdar Mean Chey","Cambodia","points","1","Deforestation other",3
"375","12.2356688044903","106.727865917636","138","0.00902322116466644","3.46825538768749","Krâchéh","Cambodia","points","1","Deforestation rubber",3
"591","13.3561267594236","105.184782319544","78","0.0333847394591943","1.47315598196461","Preah Vihéar","Cambodia","points","1","Non Forest stable",3
"340","13.0888563701661","102.642442047105","56","0.00130988863868037","1.88671257250702","Krong Pailin","Cambodia","points","1","Non Forest stable",3
"28","12.173070868476","105.87579810064","21","0.0122067175800819","0.840946740173295","Tbong Khmum","Cambodia","points","1","Non Forest stable",3
"821","12.892429643808","103.024679597156","52","0.014618495557119","2.7125079926338","Batdâmbâng","Cambodia","points","1","Non Forest stable",3
"61","12.5250971437486","106.312062875564","68","0.00276111007047234","0.582262315760091","Krâchéh","Cambodia","points","1","Forest stable",3
"617","12.5171771771234","103.438847952839","69","0.00629478355948988","0.131946901089407","Pouthisat","Cambodia","points","1","Non Forest stable",3
"238","13.8045802690814","105.09802325273","62","0.00376730751924504","4.42018097363933","Preah Vihéar","Cambodia","points","1","Deforestation crops",3
"421","13.2558707198609","106.946011214586","131","0.00326772516791303","2.04502151339776","Rôtânôkiri","Cambodia","points","1","Forest stable",3
