"id","YCoordinate","XCoordinate","elevation","slope","aspect","region","country","geometry","area","map_class","group"
"697","14.1024656323675","103.609268686434","44","0.00175330507830659","4.3977378805182","Otdar Mean Chey","Cambodia","points","1","Deforestation other",4
"427","12.872181635151","106.331726688713","119","0.0121553480949653","4.45281312016347","Krâchéh","Cambodia","points","1","Forest stable",4
"423","13.5215080091785","106.593461785703","86","0.00232716375517329","3.93768472549623","Rôtânôkiri","Cambodia","points","1","Forest stable",4
"111","12.3757039401885","107.016990844875","491","0.00225234651077551","5.84008265987991","Môndól Kiri","Cambodia","points","1","Deforestation other",4
"629","10.7093520570005","103.700998371548","12","0.00636669190384896","5.15260537494446","Krong Preah Sihanouk","Cambodia","points","1","Non Forest stable",4
"622","12.4548257131866","104.065353089484","122","0.134818764132403","5.11850072898353","Pouthisat","Cambodia","points","1","Forest stable",4
"472","13.5825574709612","103.813712585925","35","0.00272646260182703","4.0089886061275","Siemréab","Cambodia","points","1","Non Forest stable",4
"929","14.3870990450048","104.755843039423","130","0.0553952792745138","3.62988570154619","Preah Vihéar","Cambodia","points","1","Forest stable",4
"886","14.0164103257755","105.042441092122","110","0.0120821732279558","5.30841645458275","Preah Vihéar","Cambodia","points","1","Forest stable",4
"599","13.387188795382","102.383964380451","245","0.0569039223923413","1.19786295000848","Batdâmbâng","Cambodia","points","1","Enhancement",4
"69","11.0894151206316","104.20526432058","113","0.0328675112070617","4.4622369388949","Kâmpôt","Cambodia","points","1","Forest stable",4
"737","13.0587405237522","104.643679511833","24","0.00149860618297539","3.23402767424172","Kâmpóng Thum","Cambodia","points","1","Deforestation other",4
"669","11.6493847403384","105.148801312551","9","0.000982514838706183","3.73611295806226","Prey Vêng","Cambodia","points","1","Non Forest stable",4
"401","12.9004998717032","104.911710810992","18","0.00069222075098668","3.34264735557772","Kâmpóng Thum","Cambodia","points","1","Degradation",4
"678","13.8041679118468","104.808405576498","69","0.00310478715113261","0.796692956366962","Preah Vihéar","Cambodia","points","1","Forest stable",4
"852","12.3606747772492","103.923773500647","48","0.0029500018888203","5.68743028235251","Pouthisat","Cambodia","points","1","Non Forest stable",4
"141","11.5880257716851","103.566298878214","262","0.0122180866315681","0.261904048846591","Kaôh Kong","Cambodia","points","1","Forest stable",4
"222","11.3960613125203","102.977997989953","36",NA,NA,"Kaôh Kong","Cambodia","points","1","Forest stable",4
"550","12.3632017075274","105.297647248763","46","0.00350613280243409","2.01041907776964","Kâmpóng Cham","Cambodia","points","1","Non Forest stable",4
"227","12.0344921414228","104.557817053935","44","0.00174008777062329","1.25367207758405","Kâmpóng Chhnang","Cambodia","points","1","Non Forest stable",4
"538","14.3128561053902","104.544335631448","98","0.00178165037757736","2.56356622096445","Preah Vihéar","Cambodia","points","1","Forest stable",4
"859","13.2081816454864","103.733979700888","1","2.71050543121376e-20","1.5707963267949","Siemréab","Cambodia","points","1","Non Forest stable",4
"735","13.4020160816876","105.605271361078","163","0.00529978641569481","3.60201390443105","Stœng Trêng","Cambodia","points","1","Forest stable",4
"467","13.2326791987782","106.502782855248","158","0.00340973405465332","5.07857975770929","Môndól Kiri","Cambodia","points","1","Deforestation rubber",4
"210","13.196853036031","105.933350260177","69","0.00969707278803384","1.91317969592368","Stœng Trêng","Cambodia","points","1","Non Forest stable",4
"374","13.0224539460481","107.044191451016","147","0.00339783445491138","5.25808256533321","Môndól Kiri","Cambodia","points","1","Non Forest stable",4
"16","14.4673523933661","106.544268872314","294","0.0361239196026803","5.49577911052664","Stœng Trêng","Cambodia","points","1","Forest stable",4
"723","13.7813307070788","107.445160351997","141","0.00349371899462874","5.54209963865579","Rôtânôkiri","Cambodia","points","1","Non Forest stable",4
"7","13.1498673347773","104.671796984413","46","0.00352702633487165","3.14159265358979","Kâmpóng Thum","Cambodia","points","1","Management",4
"202","13.0123684308874","103.741932061571","5","0.000609051960018708","5.81177410484468","Batdâmbâng","Cambodia","points","1","Enhancement",4
"159","13.3435679394637","105.883616899435","60","0.0127629430908828","0.0434141855447028","Stœng Trêng","Cambodia","points","1","Non Forest stable",4
"893","12.984156708234","105.894558553403","69","0.000859637408107311","0.327553936445248","Krâchéh","Cambodia","points","1","Deforestation rubber",4
"547","11.8152499668958","103.64444822239","320","0.138208176785204","2.21647782797043","Kaôh Kong","Cambodia","points","1","Forest stable",4
"263","12.8309411503457","103.23544915942","23","0.00061577988772289","1.11453266465475","Batdâmbâng","Cambodia","points","1","Non Forest stable",4
"298","12.8033025529192","105.353416115482","72","0.004125880268372","3.44777964121708","Kâmpóng Thum","Cambodia","points","1","Deforestation crops",4
"648","11.6933829317879","104.3143006053","111","0.0062291502775456","1.46169383498161","Kâmpóng Spœ","Cambodia","points","1","Deforestation crops",4
"827","12.8073395558556","105.813026960722","66","0.00412588026837201","2.83540566596251","Krâchéh","Cambodia","points","1","Deforestation rubber",4
"711","13.0761777917131","102.932651624214","46","0.0238938860929598","3.44733557442553","Batdâmbâng","Cambodia","points","1","Non Forest stable",4
"732","11.4907626584501","104.199524297148","80","0.00193858823825927","0.692363493930446","Kâmpóng Spœ","Cambodia","points","1","Degradation",4
"106","10.8436352002459","104.874466398585","5","0.000797623929585193","2.10624053852569","Takêv","Cambodia","points","1","Non Forest stable",4
"35","13.4225082422562","106.937855110647","118","0.00731570438320157","6.01487810740215","Rôtânôkiri","Cambodia","points","1","Deforestation other",4
"86","11.1187303107615","105.403413188149","6","0.000429511263302551","2.81615238343803","Prey Vêng","Cambodia","points","1","Non Forest stable",4
"349","12.2159014359886","103.398741524922","665","0.0872742783915344","1.25877710964659","Pouthisat","Cambodia","points","1","Forest stable",4
"11","12.6112944614331","106.585225185784","86","0.00445170085769985","4.8345829040818","Môndól Kiri","Cambodia","points","1","Forest stable",4
"46","11.5144813606262","104.153465593448","139","0.0109076177524267","3.24261756318981","Kâmpóng Spœ","Cambodia","points","1","Degradation",4
"169","11.8983361690745","105.78199835203","46","0.00850799277836235","3.88903797569949","Tbong Khmum","Cambodia","points","1","Deforestation other",4
"572","12.2453384906147","106.550191174557","98","0.010335601695431","5.37713085187507","Krâchéh","Cambodia","points","1","Deforestation crops",4
"598","13.2049672229954","105.558661183369","116","0.0107981641233544","4.94048371690972","Kâmpóng Thum","Cambodia","points","1","Forest stable",4
"834","11.9884167797095","103.222584374525","528","0.0203068217841647","3.95369376935659","Pouthisat","Cambodia","points","1","Forest stable",4
"628","12.3305156645942","106.683243120013","132","0.00495317803655577","2.97372817951404","Môndól Kiri","Cambodia","points","1","Forest stable",4
"201","11.378560542783","104.22515439952","75","0.00437562369029465","0.125982053661752","Kâmpóng Spœ","Cambodia","points","1","Degradation",4
"516","11.9774303720378","105.32853157886","11","0.000193330354033747","0.793048161438121","Kâmpóng Cham","Cambodia","points","1","Forest stable",4
"181","12.5708678992292","103.718232127652","17","0.000813932349548105","0","Pouthisat","Cambodia","points","1","Non Forest stable",4
"6","13.3090864547141","107.027730088637","126","0.00391487450589539","1.4317442322255","Rôtânôkiri","Cambodia","points","1","Forest stable",4
"814","13.663666796277","106.622520128625","91","0.00393984993236579","3.73978554010348","Rôtânôkiri","Cambodia","points","1","Forest stable",4
"543","13.2271614704363","105.076444204208","86","0.00387619848093634","0.795487005466379","Preah Vihéar","Cambodia","points","1","Deforestation rubber",4
"662","12.7646972524537","105.863544811752","42","0.00214218362216057","2.25655027595134","Krâchéh","Cambodia","points","1","Non Forest stable",4
"319","13.6253266849686","102.731634275481","23","0.000554606173767048","1.5707963267949","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",4
"673","13.5673407218318","106.710726169774","121","0.0108758298515235","5.23472350397578","Rôtânôkiri","Cambodia","points","1","Enhancement",4
"407","12.7619793557179","102.710752655175","188","0.0289489857462745","1.23668527330806","Krong Pailin","Cambodia","points","1","Non Forest stable",4
"435","13.4518994140131","107.099007771131","136","0.0131750643240546","2.19797103612779","Rôtânôkiri","Cambodia","points","1","Deforestation rubber",4
"464","12.2855073420729","106.143445286536","82","0.0113978992927484","3.11739276637528","Krâchéh","Cambodia","points","1","Non Forest stable",4
"123","11.3966901791568","104.226115322971","69","0.00267798203187052","0.423142886444148","Kâmpóng Spœ","Cambodia","points","1","Degradation",4
"1","13.569534477846","106.02028509886","56","0.00355164093781976","2.18086614554364","Stœng Trêng","Cambodia","points","1","Non Forest stable",4
"649","13.9539164273913","104.260029887323","107","0.00718020863186586","2.37160646690442","Siemréab","Cambodia","points","1","Non Forest stable",4
"927","11.1996239641446","105.527037224411","7","0.00060820292396588","2.67292744020812","Prey Vêng","Cambodia","points","1","Non Forest stable",4
"62","13.3526708572737","103.654157402591","8","0.00136683280533182","0.653462617382264","Siemréab","Cambodia","points","1","Forest stable",4
"537","11.0788897069502","104.196501066146","74","0.00298737797744144","3.67164926466457","Kâmpôt","Cambodia","points","1","Non Forest stable",4
"540","10.7300857913499","104.87395093738","6","0.000385803556964652","2.35073481391866","Takêv","Cambodia","points","1","Non Forest stable",4
"783","12.0873312290064","104.735132594586","13","0.00271709650297498","2.27712389893381","Kâmpóng Chhnang","Cambodia","points","1","Non Forest stable",4
"104","13.4948807980494","102.948545126026","13","0.000387840545422688","0.796039673212255","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",4
"781","13.3372889185804","106.324948085646","153","0.013327324634622","5.98798971658898","Krâchéh","Cambodia","points","1","Deforestation crops",4
"470","13.4453363853697","104.031993836745","33","0.00241026325760924","4.18122104778622","Siemréab","Cambodia","points","1","Non Forest stable",4
"795","12.4347988798229","107.417367388404","613","0.0211381435803229","0.318653152205454","Môndól Kiri","Cambodia","points","1","Forest stable",4
"268","11.3187441448364","105.359894982184","6","0.00108524294633431","0","Prey Vêng","Cambodia","points","1","Non Forest stable",4
"188","13.5104548190074","104.871243976111","90","0.00397775517658035","5.73329777897817","Preah Vihéar","Cambodia","points","1","Forest stable",4
"408","11.5600992758885","104.864612962388","14","0.000386363577286685","0.792290548279358","Phnom Penh","Cambodia","points","1","Non Forest stable",4
"82","11.5056066382329","104.160099965295","116","0.0161557309248413","2.61552564614016","Kâmpóng Spœ","Cambodia","points","1","Degradation",4
"853","11.1425134420177","104.145264412727","124","0.0107539819230814","0.179751713800217","Kâmpôt","Cambodia","points","1","Non Forest stable",4
"54","13.5560688584358","104.358539685801","63","0.00182799684112531","2.66927780545854","Siemréab","Cambodia","points","1","Forest stable",4
"443","13.8329375720141","104.639070811369","71","0.00260192605231897","2.11924519508872","Preah Vihéar","Cambodia","points","1","Deforestation other",4
"39","14.052499898384","103.256959771453","52","0.00321989670871908","1.0407623861257","Otdar Mean Chey","Cambodia","points","1","Non Forest stable",4
"194","12.3386421937414","104.749033756429","32","0.00972302368467313","3.81566516763778","Kâmpóng Chhnang","Cambodia","points","1","Management",4
"397","12.9462283073549","104.762259868665","23","4.33680868994202e-19","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","Management",4
"216","14.3045190086558","106.396801709855","105","0.010406149033113","3.45398935196817","Stœng Trêng","Cambodia","points","1","Forest stable",4
"549","11.77076475814","105.966522685136","40","0.00341097973917631","3.6470740057892","Tbong Khmum","Cambodia","points","1","Non Forest stable",4
"590","12.905163647366","104.76553491729","19","0.000802102500715341","2.10293132388981","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",4
"879","13.8013279983971","106.669411004303","91","0.00192712153321096","4.35272107141429","Rôtânôkiri","Cambodia","points","1","Forest stable",4
"315","12.3238197499071","103.59977402662","66","0.00447872316394343","3.17239269010712","Pouthisat","Cambodia","points","1","Non Forest stable",4
"64","12.7668242672496","104.205872545293","8","0.00157336026985789","4.45075387515235","Siemréab","Cambodia","points","1","Non Forest stable",4
"89","11.2435346752889","103.575184823347","29","0.0281649347856332","3.01445912209305","Kaôh Kong","Cambodia","points","1","Enhancement",4
"614","12.2196774947494","106.745483529914","144","0.00964011330157395","0.0429174407266411","Krâchéh","Cambodia","points","1","Deforestation rubber",4
"882","13.0742583215002","105.74332690562","147","0.0100184680877462","4.60385536759818","Krâchéh","Cambodia","points","1","Forest stable",4
"626","11.9909392009656","105.641527529845","77","0.0146771472086224","2.5205856132428","Tbong Khmum","Cambodia","points","1","Non Forest stable",4
"535","13.8696006690232","106.521455006352","138","0.0013565533833523","3.14159265358979","Stœng Trêng","Cambodia","points","1","Forest stable",4
"765","12.3630811916963","107.081918051907","621","0.0239881776398987","3.78972045120136","Môndól Kiri","Cambodia","points","1","Non Forest stable",4
"417","13.844700342839","105.477884877307","116","0.0050812930359733","1.27273791727208","Preah Vihéar","Cambodia","points","1","Deforestation rubber",4
"394","11.799688877499","104.673845359634","21","0.00420754557899009","0.0327216882233545","Kâmpóng Spœ","Cambodia","points","1","Non Forest stable",4
"392","13.7640730495456","102.955576812059","21","0.00146566483327933","3.52989043443412","Bântéay Méanchey","Cambodia","points","1","Non Forest stable",4
"250","13.3436348940694","103.397902400925","10","0.000271310836438879","3.14159265358979","Batdâmbâng","Cambodia","points","1","Non Forest stable",4
"107","10.8452698517548","103.975136589013","573","0.0597997456030283","2.12962676947428","Kâmpôt","Cambodia","points","1","Forest stable",4
"877","12.6352345560627","105.259242850642","32","0.00333144394879171","3.76070976700628","Kâmpóng Thum","Cambodia","points","1","Non Forest stable",4
"890","12.0599217341157","103.79086932995","305","0.0247226685344233","3.1973443114467","Pouthisat","Cambodia","points","1","Forest stable",4
"176","14.2672170170745","106.033366467012","131",NA,NA,NA,NA,"points","1","Deforestation other",4
"178","12.7536444920158","105.873455909983","46","0.00654062705666056","5.91590134810666","Krâchéh","Cambodia","points","1","Forest stable",4
"624","13.2684753237183","103.720097135051","8","0.000609184317549374","5.81134804779794","Siemréab","Cambodia","points","1","Enhancement",4
"479","13.3777563828821","106.753153434787","106","0.00311807278082384","0.671147416237479","Rôtânôkiri","Cambodia","points","1","Deforestation other",4
"499","11.2608315440629","103.531803908596","44","0.0128552390329772","0.912192115284972","Kaôh Kong","Cambodia","points","1","Deforestation crops",4
"741","12.41132774529","106.404100027529","96","0.00644703549383854","5.05575618539884","Krâchéh","Cambodia","points","1","Deforestation rubber",4
"507","13.9930793862915","103.205789370537","80","0.00653590675505491","5.98115742384805","Otdar Mean Chey","Cambodia","points","1","Deforestation other",4
"503","13.1542265597547","106.516383247517","113","0.00319585817123002","0.21822325195655","Môndól Kiri","Cambodia","points","1","Forest stable",4
"338","10.6863870190064","103.605724239467","88","0.0129620786630944","2.44019825268513","Krong Preah Sihanouk","Cambodia","points","1","Degradation",4
