"id","YCoordinate","XCoordinate","elevation","slope","aspect","region","country","geometry","area","map_class","group"
"518","12.4947216120334","106.102059221118","34","0.00447874868691351","2.47753938567912","Krâchéh","Cambodia","points","1","Non Forest stable",1
"911","12.6247158436991","105.697828480392","93","0.00659952871565435","3.9945470671928","Kâmpóng Thum","Cambodia","points","1","Forest stable",1
"701","12.2898216250533","105.640124532919","21","0.00476693853673716","0.547708115226561","Kâmpóng Cham","Cambodia","points","1","Non Forest stable",1
"461","14.006675370269","103.761146372128","55","0.00298441041360181","3.14159265358979","Siemréab","Cambodia","points","1","Non Forest stable",1
"75","12.8280688775049","102.72324988443","134","0.00662036357509259","0.882528553799261","Krong Pailin","Cambodia","points","1","Non Forest stable",1
"362","11.2472133103532","103.454704736101","49","0.0182357477474617","4.34730085472175","Kaôh Kong","Cambodia","points","1","Forest stable",1
"872","13.4992632277867","106.829422370113","114","0.00614361163575654","3.25461040766819","Rôtânôkiri","Cambodia","points","1","Deforestation crops",1
"352","10.7540122210884","103.753341093101","42","0.024681053940508","5.83495729034817","Krong Preah Sihanouk","Cambodia","points","1","Degradation",1
"465","11.5327689518229","104.191554407674","91","0.0146015436776865","1.12925670552955","Kâmpóng Spœ","Cambodia","points","1","Degradation",1
"420","11.0836562306691","105.997797595342","6","0.000429506250411022","5.9577796267469","Svay Rieng","Cambodia","points","1","Non Forest stable",1
"262","12.4415527963244","103.088174221567","1001","0.145920198929088","0.138460666270733","Pouthisat","Cambodia","points","1","Forest stable",1
"714","13.1876708242482","104.533825700011","45","0.00633221385649151","4.12162917609235","Kâmpóng Thum","Cambodia","points","1","Forest stable",1
"748","10.7844436528148","103.73980885972","32","0.0059732021596317","3.67122042164398","Krong Preah Sihanouk","Cambodia","points","1","Deforestation rubber",1
"391","10.7715670497213","104.433349606834","19","0.00111937828018673","3.38918583560258","Kâmpôt","Cambodia","points","1","Non Forest stable",1
"363","11.4912910415557","104.119211734685","157","0.0217324434800371","1.29261451263936","Kâmpóng Spœ","Cambodia","points","1","Degradation",1
"698","12.739273659918","106.61098185021","139","0.00824142080504472","4.86107464969816","Môndól Kiri","Cambodia","points","1","Forest stable",1
"657","13.3458382743728","104.445705845435","38","0.00148738212937368","5.08582450751524","Siemréab","Cambodia","points","1","Deforestation other",1
"177","12.2886179704838","102.738370862611","564","0.0112450225184046","3.84911496841342","Pouthisat","Cambodia","points","1","Forest stable",1
"78","11.0287269031059","104.143892909273","130","0.037674752176428","1.95055511405602","Kâmpôt","Cambodia","points","1","Deforestation crops",1
"702","12.5789437224488","103.18453968138","105","0.103865496867447","4.70327927719838","Batdâmbâng","Cambodia","points","1","Non Forest stable",1
"180","11.5985839082049","104.138151321772","103","0.0121186673910103","0.347451769917317","Kâmpóng Spœ","Cambodia","points","1","Degradation",1
